row.ID,row.m.z,row.retention.time,X20240730_Ext_E31_24h_ddms30.mzML.Peak.area,X20240730_Ext_E31_MGO_24h_ddms30.mzML.Peak.area,Peakgroup_id,NonMGO.peak.area,MGO.peak.area,Peak_Area_Change,Label
6812,888.8004592,19.05806,348834.34,381368.22,464,348834.34,381368.22,32533.879999999946,P
6899,892.7358715,19.589884,112621.65,50296.906,465,112621.65,50296.906,62324.74399999999,S
3388,895.1937676,7.160728,19237.078,0,466,19237.078,0,19237.078,S
4466,900.5311595,10.946129000000001,136493.69,0,467,136493.69,0,136493.69,S
6813,912.8006393,19.05806,576411.7,769396.7,468,693777.645,769396.7,75619.05499999993,P
6549,912.8008706,18.127333,117365.945,0,468,693777.645,769396.7,75619.05499999993,P
4592,914.5460466,11.169519,412527.28,81421.04,469,412527.28,81421.04,331106.24000000005,S
4173,925.5143382,10.095703,130373.266,0,470,130373.266,0,130373.266,S
4372,927.5310581,10.593012,66901.86,0,471,66901.86,0,66901.86,S
4409,941.5105174,10.715515,347021.16,39866.47,472,347021.16,39866.47,307154.68999999994,S
4567,942.5413936,11.125077,208395.3,44092.836,473,208395.3,44092.836,164302.46399999998,S
4180,943.525383,10.128307,6724831,938512.25,474,6724831,938512.25,5786318.75,S
4334,944.5563495,10.506222,1767738.2,907541.9,475,2700017.6399999997,1086133.45,1613884.1899999997,S
4380,944.5570843,10.59754,932279.44,178591.55,475,2700017.6399999997,1086133.45,1613884.1899999997,S
3844,958.5369165,9.122816,180330.2,0,476,180330.2,0,180330.2,S
3530,959.5213877,7.9617677,63844.844,0,477,63844.844,0,63844.844,S
3602,960.5524245,8.332411,324293.1,33114.406,478,324293.1,33114.406,291178.69399999996,S
3737,971.4849791,8.836514,53183.094,0,479,53183.094,0,53183.094,S
3895,972.515715,9.2483225,254898.38,0,480,254898.38,0,254898.38,S
4206,1013.531433,10.188832,252622.34,0,481,252622.34,0,252622.34,S
3314,1019.328951,6.7272196,84472.75,0,482,84472.75,0,84472.75,S
3456,1049.339785,7.519833,166779.11,0,483,266548.626,0,266548.626,S
3321,1049.340382,6.7574,99769.516,0,483,266548.626,0,266548.626,S
2187,1071.224865,3.4928238,127444.25,0,484,127444.25,0,127444.25,S
2706,1073.240322,4.7280645,69845.23,0,485,208241.33999999997,0,208241.33999999997,S
2603,1073.240363,4.479628,138396.11,0,485,208241.33999999997,0,208241.33999999997,S
2289,1127.272988,3.7453322,60975.758,0,486,60975.758,0,60975.758,S
2346,1217.282774,3.9117014,326628.28,0,487,1770221.58,0,1770221.58,S
2188,1217.282802,3.4928238,1115643.5,0,487,1770221.58,0,1770221.58,S
2145,1217.283384,3.394719,327949.8,0,487,1770221.58,0,1770221.58,S
2673,1219.298396,4.6692123,836576.6,0,488,3301576.166,20139.863,3281436.3030000003,S
3092,1219.298457,5.734579,123440.266,0,488,3301576.166,20139.863,3281436.3030000003,S
2518,1219.298497,4.325395,820127.5,0,488,3301576.166,20139.863,3281436.3030000003,S
2592,1219.299336,4.478511,1521431.8,20139.863,488,3301576.166,20139.863,3281436.3030000003,S
3009,1221.311671,5.4457026,720935.4,0,489,720935.4,0,720935.4,S
2732,1233.313676,4.7958627,265850.9,0,490,265850.9,0,265850.9,S
2452,1365.357874,4.2070594,71613.25,0,491,71613.25,0,71613.25,S
